index_train,similarity
21803 39044 32757 29929 5308 14173 10323 27276 28722 34880 21974 2989 26910 5870 21520 ,0.13881748071979436 0.1371571072319202 0.1286549707602339 0.12619502868068833 0.12605042016806722 0.12605042016806722 0.1254980079681275 0.12383177570093458 0.12056737588652482 0.1198044009779951 0.11971830985915492 0.11928429423459244 0.11871227364185111 0.11864406779661017 0.11860940695296524 
37912 4790 30681 9114 13262 34435 37436 22883 37920 26991 27848 18514 7854 32321 27940 ,0.14201183431952663 0.14042553191489363 0.13855421686746988 0.13690476190476192 0.13541666666666666 0.13284132841328414 0.13170731707317074 0.13089005235602094 0.13071895424836602 0.12980769230769232 0.12921348314606743 0.12857142857142856 0.1278538812785388 0.12735849056603774 0.12727272727272726 
33088 38513 33855 37429 21950 20354 24861 10575 10773 11165 34924 4506 18083 19840 11752 ,0.15384615384615385 0.15384615384615385 0.14285714285714285 0.14285714285714285 0.1320754716981132 0.1282051282051282 0.125 0.12195121951219512 0.12195121951219512 0.12121212121212122 0.12121212121212122 0.11904761904761904 0.11904761904761904 0.11842105263157894 0.11764705882352941 
34910 15329 18869 29786 23810 22562 30656 36995 39176 9656 38982 31235 34832 1904 14758 ,0.1610738255033557 0.15384615384615385 0.1527777777777778 0.15079365079365079 0.15 0.14960629921259844 0.14925373134328357 0.14857142857142858 0.14728682170542637 0.14583333333333334 0.14583333333333334 0.1450381679389313 0.14388489208633093 0.14285714285714285 0.14285714285714285 
32747 25043 19701 35245 26924 13380 13950 53 22795 25046 39017 4653 16378 2729 33648 ,0.1111111111111111 0.11 0.10752688172043011 0.10752688172043011 0.10638297872340426 0.1038961038961039 0.10377358490566038 0.102803738317757 0.102803738317757 0.102803738317757 0.102803738317757 0.10227272727272728 0.10204081632653061 0.10112359550561797 0.10067114093959731 
6996 32444 20378 20301 11946 14547 10795 24607 4361 37235 24516 18603 13494 1444 39262 ,1.0 0.14035087719298245 0.13924050632911392 0.1388888888888889 0.13793103448275862 0.13793103448275862 0.13636363636363635 0.13636363636363635 0.13414634146341464 0.13333333333333333 0.1323529411764706 0.1320754716981132 0.13043478260869565 0.12987012987012986 0.1282051282051282 
26749 2417 2496 23945 37930 5682 8714 1554 34995 30350 27635 8724 13654 38476 25593 ,0.18 0.17721518987341772 0.16901408450704225 0.1625 0.15492957746478872 0.15384615384615385 0.15294117647058825 0.15217391304347827 0.15151515151515152 0.1511627906976744 0.1509433962264151 0.15 0.15 0.14754098360655737 0.14736842105263157 
35374 23862 5480 23496 15112 15245 20227 12960 39801 25156 39649 657 15820 16701 17688 ,0.10891089108910891 0.09803921568627451 0.09649122807017543 0.09615384615384616 0.09482758620689655 0.09375 0.09243697478991597 0.09174311926605505 0.09174311926605505 0.09166666666666666 0.09090909090909091 0.09 0.08955223880597014 0.08870967741935484 0.08823529411764706 
30246 15700 9870 15918 14176 20244 2768 30580 1299 19479 14964 26554 15846 26347 35592 ,0.13068181818181818 0.12946428571428573 0.12875536480686695 0.12857142857142856 0.1267605633802817 0.12658227848101267 0.125 0.125 0.12435233160621761 0.12345679012345678 0.12299465240641712 0.12299465240641712 0.12244897959183673 0.12244897959183673 0.12244897959183673 
36901 6722 9624 26290 35692 24202 4953 9786 16994 19479 1995 31414 38392 10094 6984 ,0.16312056737588654 0.16296296296296298 0.15441176470588236 0.15384615384615385 0.15263157894736842 0.15 0.14864864864864866 0.14583333333333334 0.1456953642384106 0.14556962025316456 0.14465408805031446 0.1437908496732026 0.1437125748502994 0.14285714285714285 0.14150943396226415 
28370 2551 13767 6857 14007 25695 28817 10644 3217 28968 15641 266 28894 21239 10586 ,0.1568627450980392 0.13333333333333333 0.13333333333333333 0.1310344827586207 0.13076923076923078 0.12598425196850394 0.12408759124087591 0.12307692307692308 0.12269938650306748 0.12195121951219512 0.12142857142857143 0.12030075187969924 0.12 0.11940298507462686 0.11904761904761904 
6022 31677 8741 26832 35771 7505 12106 1325 11584 35433 37653 11277 26148 13058 35429 ,0.1393939393939394 0.13924050632911392 0.1360544217687075 0.13513513513513514 0.1259259259259259 0.125 0.12422360248447205 0.12337662337662338 0.12307692307692308 0.11805555555555555 0.11805555555555555 0.11764705882352941 0.11764705882352941 0.11734693877551021 0.11731843575418995 
714 2564 20333 3167 17720 24719 24335 7243 5487 8058 31381 4684 28990 31050 8636 ,0.16129032258064516 0.15384615384615385 0.15384615384615385 0.14893617021276595 0.14772727272727273 0.14563106796116504 0.14423076923076922 0.1437908496732026 0.14285714285714285 0.14285714285714285 0.14285714285714285 0.14166666666666666 0.14166666666666666 0.1415929203539823 0.14130434782608695 
2833 8328 39951 2726 31381 3024 33355 3928 23338 35602 7687 32510 25299 27638 24559 ,0.16666666666666666 0.1568627450980392 0.15384615384615385 0.15 0.1487603305785124 0.14814814814814814 0.14814814814814814 0.14782608695652175 0.14705882352941177 0.14563106796116504 0.14482758620689656 0.14432989690721648 0.14423076923076922 0.14423076923076922 0.14414414414414414 
12166 38476 27660 10565 18411 9362 23780 34474 2496 27280 31141 8733 24089 17259 13752 ,0.13253012048192772 0.11666666666666667 0.11538461538461539 0.11428571428571428 0.11428571428571428 0.11363636363636363 0.11363636363636363 0.11267605633802817 0.1111111111111111 0.10975609756097561 0.109375 0.10810810810810811 0.10576923076923077 0.10526315789473684 0.10377358490566038 
30276 37377 8829 37484 15566 26832 15162 22621 34710 37294 18931 16132 11153 13538 1541 ,0.1322314049586777 0.12571428571428572 0.125 0.11940298507462686 0.11926605504587157 0.11904761904761904 0.1171875 0.1171875 0.11711711711711711 0.11570247933884298 0.11290322580645161 0.11258278145695365 0.11188811188811189 0.1118421052631579 0.11173184357541899 
25055 34667 24716 26577 16297 4216 10438 7569 19372 37990 10098 270 16018 31508 10037 ,0.12253829321663019 0.12207792207792208 0.11859838274932614 0.11746031746031746 0.11619718309859155 0.11608961303462322 0.1157556270096463 0.11555555555555555 0.11464968152866242 0.11428571428571428 0.11398963730569948 0.11382113821138211 0.11379310344827587 0.11349693251533742 0.1134453781512605 
33907 1802 33499 38630 12266 31454 34667 24521 9569 37434 31417 405 27350 4694 22231 ,0.1568627450980392 0.15349887133182843 0.15217391304347827 0.14642857142857144 0.14583333333333334 0.14553014553014554 0.14540816326530612 0.14327485380116958 0.14322916666666666 0.14150943396226415 0.1407035175879397 0.1404494382022472 0.14 0.13930348258706468 0.13915857605177995 
39771 36521 4207 24410 21920 8441 21331 14669 23836 26390 14890 10303 32924 6515 24653 ,0.15441176470588236 0.14414414414414414 0.14285714285714285 0.13839285714285715 0.13675213675213677 0.13636363636363635 0.13636363636363635 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.1349206349206349 0.1346153846153846 0.13392857142857142 0.13385826771653545 0.13385826771653545 
39911 2278 34094 23299 5659 9870 11751 16238 10094 19100 39416 31503 14563 17409 19538 ,0.171875 0.16883116883116883 0.16770186335403728 0.16759776536312848 0.15789473684210525 0.15767634854771784 0.1565217391304348 0.1565217391304348 0.15625 0.15337423312883436 0.15135135135135136 0.1506849315068493 0.15057915057915058 0.15 0.15 
17960 21727 20437 11823 18015 12403 16810 10474 16434 23394 22498 8392 34770 10012 15713 ,0.17446808510638298 0.1672661870503597 0.16666666666666666 0.1623134328358209 0.16230366492146597 0.16171003717472118 0.16059957173447537 0.16032064128256512 0.1601489757914339 0.16 0.15973741794310722 0.1596958174904943 0.15913200723327306 0.15891472868217055 0.15811088295687886 
32810 31146 26243 24756 26384 17286 11768 28021 11700 15571 38318 25587 30246 24740 2085 ,0.1391304347826087 0.13736263736263737 0.13559322033898305 0.12949640287769784 0.12941176470588237 0.12605042016806722 0.125 0.12422360248447205 0.12408759124087591 0.12403100775193798 0.12121212121212122 0.1206896551724138 0.12025316455696203 0.11965811965811966 0.11904761904761904 
6357 28344 33960 39318 1341 17669 9351 4587 7085 33687 6741 20785 31953 34033 37414 ,0.10119047619047619 0.10071942446043165 0.09701492537313433 0.09230769230769231 0.08994708994708994 0.08823529411764706 0.08287292817679558 0.08280254777070063 0.08270676691729323 0.07947019867549669 0.07909604519774012 0.0784313725490196 0.07643312101910828 0.07586206896551724 0.07547169811320754 
2789 2739 28456 18393 27585 21827 18909 18341 36381 25883 39035 1160 13928 19526 34645 ,0.14457831325301204 0.13333333333333333 0.125 0.1232876712328767 0.12195121951219512 0.12 0.11842105263157894 0.11818181818181818 0.11214953271028037 0.1111111111111111 0.1111111111111111 0.10891089108910891 0.10714285714285714 0.10714285714285714 0.10638297872340426 
30821 17076 11597 12860 19762 2705 28980 38340 33866 8116 14029 39349 19348 35231 36743 ,0.140625 0.12359550561797752 0.12307692307692308 0.12307692307692308 0.12154696132596685 0.1206896551724138 0.12021857923497267 0.11814345991561181 0.11764705882352941 0.11724137931034483 0.11616161616161616 0.11574074074074074 0.11538461538461539 0.11538461538461539 0.11538461538461539 
8097 9442 25924 31091 16240 24308 2278 25149 53 6292 32666 88 16139 19796 4675 ,0.1791044776119403 0.17592592592592593 0.17475728155339806 0.17054263565891473 0.17 0.1656441717791411 0.1592920353982301 0.1553398058252427 0.15454545454545454 0.15454545454545454 0.15447154471544716 0.15384615384615385 0.15384615384615385 0.15384615384615385 0.1523809523809524 
15358 14173 12403 1802 22283 15888 15149 4216 2317 39800 15713 2287 27350 7891 33827 ,0.16507177033492823 0.16075156576200417 0.15767634854771784 0.15605749486652978 0.15568862275449102 0.15365239294710328 0.15353535353535352 0.15327102803738318 0.152317880794702 0.1510574018126888 0.15046296296296297 0.150390625 0.1493212669683258 0.14908256880733944 0.14870689655172414 
33943 23901 27848 32666 6054 37471 20244 14475 29348 24157 25078 32494 2045 39791 13530 ,0.18018018018018017 0.17796610169491525 0.16428571428571428 0.16296296296296298 0.16176470588235295 0.16149068322981366 0.15942028985507245 0.15833333333333333 0.15833333333333333 0.15789473684210525 0.15789473684210525 0.15757575757575756 0.15748031496062992 0.15702479338842976 0.1565217391304348 
3 19240 29476 8592 22795 39017 4599 16984 8714 7601 18239 529 27940 30789 716 ,0.18095238095238095 0.16535433070866143 0.1592920353982301 0.15789473684210525 0.15789473684210525 0.15789473684210525 0.15384615384615385 0.15037593984962405 0.14814814814814814 0.14545454545454545 0.1440677966101695 0.14285714285714285 0.14049586776859505 0.14018691588785046 0.13934426229508196 
7740 33787 36864 2865 20790 7711 19943 22162 16521 37870 34939 29609 16018 17664 1480 ,0.1232876712328767 0.11851851851851852 0.11602209944751381 0.11574074074074074 0.11475409836065574 0.11428571428571428 0.11377245508982035 0.11377245508982035 0.11333333333333333 0.11320754716981132 0.11299435028248588 0.11242603550295859 0.11165048543689321 0.1111111111111111 0.11038961038961038 
36693 30086 714 27986 39194 34995 5072 5591 2336 11825 7384 19592 4464 38018 36552 ,0.1592920353982301 0.14457831325301204 0.13541666666666666 0.13533834586466165 0.1346153846153846 0.13445378151260504 0.13333333333333333 0.13131313131313133 0.13043478260869565 0.12962962962962962 0.12903225806451613 0.128 0.12745098039215685 0.12727272727272726 0.1267605633802817 
405 22852 38925 23706 39567 27678 18015 10383 9569 33575 11359 32843 22498 37907 15559 ,0.1523545706371191 0.1503957783641161 0.14545454545454545 0.14473684210526316 0.14285714285714285 0.13994169096209913 0.1390593047034765 0.13780918727915195 0.13670886075949368 0.135678391959799 0.13513513513513514 0.13496932515337423 0.1347708894878706 0.13447432762836187 0.13439635535307518 
24934 4361 34642 37595 2832 25986 11953 5954 8212 4753 39911 36240 37877 5844 35928 ,0.12949640287769784 0.12903225806451613 0.12878787878787878 0.1267605633802817 0.125 0.12429378531073447 0.12422360248447205 0.12244897959183673 0.12244897959183673 0.1223021582733813 0.12209302325581395 0.12195121951219512 0.12101910828025478 0.12 0.12 
31590 33395 32900 16210 19213 34667 29898 15118 25648 25474 5723 32641 39630 9860 20222 ,0.1655328798185941 0.15167095115681234 0.1412037037037037 0.14012738853503184 0.1388888888888889 0.1382716049382716 0.1375921375921376 0.13602015113350127 0.1340782122905028 0.13194444444444445 0.1314878892733564 0.1306122448979592 0.12807881773399016 0.12797619047619047 0.12771739130434784 
26603 7608 19796 6221 18757 35433 26961 29609 26347 35745 37597 35081 2252 24513 33388 ,0.17054263565891473 0.16911764705882354 0.16521739130434782 0.1651376146788991 0.16260162601626016 0.16030534351145037 0.1592920353982301 0.15894039735099338 0.15873015873015872 0.15873015873015872 0.15827338129496402 0.15789473684210525 0.15702479338842976 0.15702479338842976 0.15702479338842976 
2173 26991 19262 9870 36502 14464 2814 9469 1016 24521 21779 13284 2019 14033 22986 ,0.14705882352941177 0.13942307692307693 0.13812154696132597 0.13545816733067728 0.135 0.13425925925925927 0.1339712918660287 0.13297872340425532 0.13247863247863248 0.1323529411764706 0.1308411214953271 0.13068181818181818 0.13004484304932734 0.13 0.12980769230769232 
32924 32181 2278 39899 10378 35331 5417 15673 12113 26243 11422 12875 38116 8300 7962 ,0.16346153846153846 0.16030534351145037 0.15789473684210525 0.15730337078651685 0.152 0.1518987341772152 0.1509433962264151 0.1504424778761062 0.1485148514851485 0.14814814814814814 0.14772727272727273 0.14728682170542637 0.14705882352941177 0.14615384615384616 0.14545454545454545 
12714 25990 17541 14758 13182 39813 2349 34712 24863 2227 4636 24719 7520 24653 28578 ,1.0 0.1557377049180328 0.15441176470588236 0.14678899082568808 0.13740458015267176 0.13636363636363635 0.13076923076923078 0.13043478260869565 0.13020833333333334 0.12883435582822086 0.1276595744680851 0.1271186440677966 0.12686567164179105 0.12686567164179105 0.12686567164179105 
4006 15468 9933 13530 2957 19180 20093 38092 14919 30872 3919 21709 36293 1436 30656 ,0.1262135922330097 0.10909090909090909 0.10416666666666667 0.10416666666666667 0.10344827586206896 0.1 0.1 0.0990990990990991 0.09836065573770492 0.0963855421686747 0.09574468085106383 0.09558823529411764 0.09523809523809523 0.09345794392523364 0.09345794392523364 
28965 29583 8327 14403 25206 34240 27351 11694 15175 1191 5232 30109 20914 17382 30086 ,0.13043478260869565 0.12 0.11864406779661017 0.11363636363636363 0.1111111111111111 0.109375 0.10869565217391304 0.10606060606060606 0.10606060606060606 0.10526315789473684 0.10526315789473684 0.10526315789473684 0.10416666666666667 0.10204081632653061 0.10204081632653061 
12139 11191 4620 9197 19985 6825 19264 12553 25043 9711 23667 9039 20626 20992 25944 ,0.13793103448275862 0.1368421052631579 0.12871287128712872 0.12345679012345678 0.12280701754385964 0.12264150943396226 0.12149532710280374 0.12037037037037036 0.12 0.11965811965811966 0.11965811965811966 0.11940298507462686 0.11926605504587157 0.11904761904761904 0.1188118811881188 
17167 16238 35745 25679 26872 21278 33458 9749 25894 35491 37142 32779 7193 25368 16961 ,0.16201117318435754 0.148 0.14772727272727273 0.14728682170542637 0.14615384615384616 0.14414414414414414 0.14285714285714285 0.14074074074074075 0.1407035175879397 0.1382488479262673 0.13821138211382114 0.13815789473684212 0.13812154696132597 0.1377952755905512 0.13761467889908258 
28252 14862 22091 27420 39904 12925 23373 22035 4052 11975 36901 4356 26854 1479 9524 ,0.1476510067114094 0.13452914798206278 0.13194444444444445 0.13138686131386862 0.1310344827586207 0.13076923076923078 0.12994350282485875 0.12571428571428572 0.12429378531073447 0.12418300653594772 0.12408759124087591 0.12337662337662338 0.12258064516129032 0.12209302325581395 0.12179487179487179 
